조사기준일,시도,행정구역,학제,학교수,학급수계,1년학급수,2년학급수,3년학급수,4년학급수,5년학급수,6년학급수,학생수계,1년학생수,2년학생수,3년학생수,4년학생수,5년학생수,6년학생수,교원수계,교원수여자
20200401,서울,종로구,유치원,17 ,64 ,0 ,0 ,0 ,0 ,0 ,0 ,1180 ,0 ,0 ,0 ,0 ,0 ,0 ,101 ,98 
20200401,서울,종로구,초등학교,13 ,269 ,43 ,44 ,40 ,46 ,43 ,53 ,5192 ,764 ,928 ,846 ,905 ,854 ,895 ,452 ,390 
20200401,서울,종로구,중학교,9 ,134 ,45 ,44 ,45 ,0 ,0 ,0 ,2793 ,988 ,935 ,870 ,0 ,0 ,0 ,294 ,166 
20200401,서울,종로구,고등학교,14 ,367 ,119 ,123 ,125 ,0 ,0 ,0 ,8467 ,2839 ,2806 ,2822 ,0 ,0 ,0 ,858 ,440 
20200401,서울,종로구, (일반고),6 ,162 ,52 ,55 ,55 ,0 ,0 ,0 ,3531 ,1136 ,1201 ,1194 ,0 ,0 ,0 ,369 ,203 
20200401,서울,종로구, (특목고),3 ,72 ,24 ,24 ,24 ,0 ,0 ,0 ,1908 ,651 ,634 ,623 ,0 ,0 ,0 ,206 ,111 
20200401,서울,종로구, (특성화고),3 ,74 ,24 ,25 ,25 ,0 ,0 ,0 ,1310 ,476 ,420 ,414 ,0 ,0 ,0 ,144 ,76 
20200401,서울,종로구, (자율고),2 ,59 ,19 ,19 ,21 ,0 ,0 ,0 ,1718 ,576 ,551 ,591 ,0 ,0 ,0 ,139 ,50 
20200401,서울,종로구,특수학교,4 ,106 ,56 ,20 ,17 ,4 ,5 ,4 ,450 ,258 ,80 ,77 ,14 ,12 ,9 ,192 ,131 
20200401,서울,종로구,각종학교,3 ,31 ,7 ,2 ,22 ,0 ,0 ,0 ,119 ,40 ,40 ,39 ,0 ,0 ,0 ,73 ,43 
20200401,서울,종로구,계,60 ,971 ,270 ,233 ,249 ,50 ,48 ,57 ,18201 ,4889 ,4789 ,4654 ,919 ,866 ,904 ,1970 ,1268 
20200401,서울,중구,유치원,14 ,72 ,0 ,0 ,0 ,0 ,0 ,0 ,1038 ,0 ,0 ,0 ,0 ,0 ,0 ,97 ,96 
20200401,서울,중구,초등학교,12 ,243 ,41 ,41 ,40 ,37 ,40 ,44 ,4990 ,907 ,880 ,857 ,790 ,764 ,792 ,393 ,330 
20200401,서울,중구,중학교,8 ,111 ,37 ,36 ,38 ,0 ,0 ,0 ,1845 ,674 ,583 ,588 ,0 ,0 ,0 ,238 ,153 
20200401,서울,중구,고등학교,11 ,288 ,95 ,96 ,97 ,0 ,0 ,0 ,6731 ,2173 ,2280 ,2278 ,0 ,0 ,0 ,671 ,340 
20200401,서울,중구, (일반고),2 ,49 ,16 ,16 ,17 ,0 ,0 ,0 ,1116 ,368 ,376 ,372 ,0 ,0 ,0 ,107 ,42 
20200401,서울,중구, (특목고),1 ,18 ,6 ,6 ,6 ,0 ,0 ,0 ,406 ,139 ,132 ,135 ,0 ,0 ,0 ,38 ,23 
20200401,서울,중구, (특성화고),6 ,159 ,53 ,53 ,53 ,0 ,0 ,0 ,3587 ,1143 ,1225 ,1219 ,0 ,0 ,0 ,389 ,183 
20200401,서울,중구, (자율고),2 ,62 ,20 ,21 ,21 ,0 ,0 ,0 ,1622 ,523 ,547 ,552 ,0 ,0 ,0 ,137 ,92 
20200401,서울,중구,각종학교,3 ,38 ,11 ,13 ,14 ,0 ,0 ,0 ,1116 ,353 ,385 ,378 ,0 ,0 ,0 ,63 ,38 
20200401,서울,중구,계,48 ,752 ,184 ,186 ,189 ,37 ,40 ,44 ,15720 ,4107 ,4128 ,4101 ,790 ,764 ,792 ,1462 ,957 
20200401,서울,용산구,유치원,13 ,65 ,0 ,0 ,0 ,0 ,0 ,0 ,1344 ,0 ,0 ,0 ,0 ,0 ,0 ,115 ,114 
20200401,서울,용산구,초등학교,15 ,351 ,57 ,59 ,56 ,58 ,59 ,62 ,6870 ,1090 ,1200 ,1143 ,1138 ,1122 ,1177 ,568 ,507 
20200401,서울,용산구,중학교,9 ,166 ,55 ,52 ,59 ,0 ,0 ,0 ,3512 ,1238 ,1139 ,1135 ,0 ,0 ,0 ,332 ,230 
20200401,서울,용산구,고등학교,10 ,255 ,82 ,85 ,88 ,0 ,0 ,0 ,5470 ,1792 ,1849 ,1829 ,0 ,0 ,0 ,606 ,341 
20200401,서울,용산구, (일반고),6 ,149 ,48 ,50 ,51 ,0 ,0 ,0 ,3197 ,1051 ,1084 ,1062 ,0 ,0 ,0 ,345 ,194 
20200401,서울,용산구, (특성화고),3 ,83 ,27 ,27 ,29 ,0 ,0 ,0 ,1857 ,606 ,621 ,630 ,0 ,0 ,0 ,207 ,108 
20200401,서울,용산구, (자율고),1 ,23 ,7 ,8 ,8 ,0 ,0 ,0 ,416 ,135 ,144 ,137 ,0 ,0 ,0 ,54 ,39 
20200401,서울,용산구,계,47 ,837 ,194 ,196 ,203 ,58 ,59 ,62 ,17196 ,4120 ,4188 ,4107 ,1138 ,1122 ,1177 ,1621 ,1192 
20200401,서울,성동구,유치원,28 ,111 ,0 ,0 ,0 ,0 ,0 ,0 ,2110 ,0 ,0 ,0 ,0 ,0 ,0 ,175 ,174 
20200401,서울,성동구,초등학교,21 ,566 ,96 ,96 ,95 ,91 ,86 ,102 ,10992 ,1891 ,1967 ,1880 ,1794 ,1646 ,1814 ,919 ,802 
20200401,서울,성동구,중학교,11 ,219 ,72 ,71 ,76 ,0 ,0 ,0 ,4861 ,1732 ,1571 ,1558 ,0 ,0 ,0 ,433 ,334 
20200401,서울,성동구,고등학교,9 ,239 ,74 ,79 ,86 ,0 ,0 ,0 ,4594 ,1430 ,1448 ,1716 ,0 ,0 ,0 ,554 ,368 
20200401,서울,성동구, (일반고),4 ,105 ,33 ,36 ,36 ,0 ,0 ,0 ,2068 ,680 ,659 ,729 ,0 ,0 ,0 ,246 ,177 
20200401,서울,성동구, (특성화고),3 ,79 ,23 ,25 ,31 ,0 ,0 ,0 ,1128 ,292 ,360 ,476 ,0 ,0 ,0 ,185 ,109 
20200401,서울,성동구, (자율고),2 ,55 ,18 ,18 ,19 ,0 ,0 ,0 ,1398 ,458 ,429 ,511 ,0 ,0 ,0 ,123 ,82 
20200401,서울,성동구,계,69 ,1135 ,242 ,246 ,257 ,91 ,86 ,102 ,22557 ,5053 ,4986 ,5154 ,1794 ,1646 ,1814 ,2081 ,1678 
20200401,서울,광진구,유치원,31 ,125 ,0 ,0 ,0 ,0 ,0 ,0 ,2470 ,0 ,0 ,0 ,0 ,0 ,0 ,219 ,213 
20200401,서울,광진구,초등학교,22 ,639 ,100 ,110 ,108 ,105 ,102 ,114 ,14257 ,2244 ,2500 ,2400 ,2418 ,2272 ,2423 ,998 ,854 
20200401,서울,광진구,중학교,12 ,295 ,97 ,99 ,99 ,0 ,0 ,0 ,7337 ,2590 ,2455 ,2292 ,0 ,0 ,0 ,597 ,437 
20200401,서울,광진구,고등학교,9 ,284 ,93 ,96 ,95 ,0 ,0 ,0 ,7378 ,2470 ,2534 ,2374 ,0 ,0 ,0 ,604 ,335 
20200401,서울,광진구, (일반고),6 ,201 ,66 ,68 ,67 ,0 ,0 ,0 ,5024 ,1679 ,1742 ,1603 ,0 ,0 ,0 ,440 ,234 
20200401,서울,광진구, (특목고),2 ,57 ,19 ,19 ,19 ,0 ,0 ,0 ,1838 ,620 ,606 ,612 ,0 ,0 ,0 ,104 ,54 
20200401,서울,광진구, (자율고),1 ,26 ,8 ,9 ,9 ,0 ,0 ,0 ,516 ,171 ,186 ,159 ,0 ,0 ,0 ,60 ,47 
20200401,서울,광진구,특수학교,1 ,25 ,9 ,6 ,6 ,1 ,1 ,2 ,131 ,50 ,26 ,31 ,7 ,6 ,11 ,53 ,41 
20200401,서울,광진구,각종학교,1 ,21 ,7 ,7 ,7 ,0 ,0 ,0 ,828 ,269 ,281 ,278 ,0 ,0 ,0 ,39 ,28 
20200401,서울,광진구,계,76 ,1389 ,306 ,318 ,315 ,106 ,103 ,116 ,32401 ,7623 ,7796 ,7375 ,2425 ,2278 ,2434 ,2510 ,1908 
20200401,서울,동대문구,유치원,29 ,161 ,0 ,0 ,0 ,0 ,0 ,0 ,2849 ,0 ,0 ,0 ,0 ,0 ,0 ,245 ,239 
20200401,서울,동대문구,초등학교,21 ,603 ,93 ,100 ,104 ,97 ,95 ,114 ,13157 ,2136 ,2324 ,2199 ,2194 ,2070 ,2234 ,932 ,808 
20200401,서울,동대문구,중학교,15 ,285 ,94 ,96 ,95 ,0 ,0 ,0 ,6459 ,2299 ,2148 ,2012 ,0 ,0 ,0 ,574 ,377 
20200401,서울,동대문구,고등학교,11 ,306 ,100 ,102 ,104 ,0 ,0 ,0 ,6917 ,2324 ,2300 ,2293 ,0 ,0 ,0 ,678 ,355 
20200401,서울,동대문구, (일반고),5 ,136 ,44 ,45 ,47 ,0 ,0 ,0 ,3229 ,1048 ,1108 ,1073 ,0 ,0 ,0 ,302 ,161 
20200401,서울,동대문구, (특성화고),3 ,81 ,27 ,27 ,27 ,0 ,0 ,0 ,1249 ,458 ,390 ,401 ,0 ,0 ,0 ,180 ,90 
20200401,서울,동대문구, (자율고),3 ,89 ,29 ,30 ,30 ,0 ,0 ,0 ,2439 ,818 ,802 ,819 ,0 ,0 ,0 ,196 ,104 
20200401,서울,동대문구,계,76 ,1355 ,287 ,298 ,303 ,97 ,95 ,114 ,29382 ,6759 ,6772 ,6504 ,2194 ,2070 ,2234 ,2429 ,1779 
20200401,서울,중랑구,유치원,29 ,154 ,0 ,0 ,0 ,0 ,0 ,0 ,2700 ,0 ,0 ,0 ,0 ,0 ,0 ,251 ,251 
20200401,서울,중랑구,초등학교,23 ,696 ,107 ,119 ,122 ,110 ,107 ,131 ,14554 ,2369 ,2616 ,2459 ,2384 ,2283 ,2443 ,1067 ,894 
20200401,서울,중랑구,중학교,14 ,300 ,100 ,105 ,95 ,0 ,0 ,0 ,6649 ,2279 ,2242 ,2128 ,0 ,0 ,0 ,596 ,434 
20200401,서울,중랑구,고등학교,10 ,273 ,87 ,93 ,93 ,0 ,0 ,0 ,6150 ,1997 ,2094 ,2059 ,0 ,0 ,0 ,597 ,368 
20200401,서울,중랑구, (일반고),6 ,173 ,55 ,59 ,59 ,0 ,0 ,0 ,3848 ,1259 ,1309 ,1280 ,0 ,0 ,0 ,371 ,215 
20200401,서울,중랑구, (특성화고),2 ,45 ,15 ,15 ,15 ,0 ,0 ,0 ,1068 ,343 ,363 ,362 ,0 ,0 ,0 ,103 ,62 
20200401,서울,중랑구, (자율고),2 ,55 ,17 ,19 ,19 ,0 ,0 ,0 ,1234 ,395 ,422 ,417 ,0 ,0 ,0 ,123 ,91 
20200401,서울,중랑구,계,76 ,1423 ,294 ,317 ,310 ,110 ,107 ,131 ,30053 ,6645 ,6952 ,6646 ,2384 ,2283 ,2443 ,2511 ,1947 
20200401,서울,성북구,유치원,47 ,234 ,0 ,0 ,0 ,0 ,0 ,0 ,4346 ,0 ,0 ,0 ,0 ,0 ,0 ,392 ,392 
20200401,서울,성북구,초등학교,29 ,888 ,140 ,145 ,152 ,151 ,140 ,160 ,20086 ,3137 ,3445 ,3477 ,3413 ,3239 ,3375 ,1359 ,1142 
20200401,서울,성북구,중학교,18 ,394 ,130 ,128 ,136 ,0 ,0 ,0 ,9526 ,3397 ,3100 ,3029 ,0 ,0 ,0 ,811 ,557 
20200401,서울,성북구,고등학교,13 ,351 ,116 ,118 ,117 ,0 ,0 ,0 ,8272 ,2717 ,2888 ,2667 ,0 ,0 ,0 ,804 ,417 
20200401,서울,성북구, (일반고),8 ,221 ,73 ,74 ,74 ,0 ,0 ,0 ,5588 ,1789 ,1986 ,1813 ,0 ,0 ,0 ,509 ,256 
20200401,서울,성북구, (특목고),2 ,51 ,17 ,17 ,17 ,0 ,0 ,0 ,1159 ,400 ,373 ,386 ,0 ,0 ,0 ,127 ,60 
20200401,서울,성북구, (특성화고),2 ,53 ,17 ,18 ,18 ,0 ,0 ,0 ,1012 ,338 ,363 ,311 ,0 ,0 ,0 ,107 ,70 
20200401,서울,성북구, (자율고),1 ,26 ,9 ,9 ,8 ,0 ,0 ,0 ,513 ,190 ,166 ,157 ,0 ,0 ,0 ,61 ,31 
20200401,서울,성북구,특수학교,1 ,18 ,7 ,4 ,4 ,1 ,1 ,1 ,86 ,34 ,18 ,19 ,5 ,6 ,4 ,43 ,38 
20200401,서울,성북구,계,108 ,1885 ,393 ,395 ,409 ,152 ,141 ,161 ,42316 ,9285 ,9451 ,9192 ,3418 ,3245 ,3379 ,3409 ,2546 
20200401,서울,강북구,유치원,18 ,90 ,0 ,0 ,0 ,0 ,0 ,0 ,1244 ,0 ,0 ,0 ,0 ,0 ,0 ,119 ,117 
20200401,서울,강북구,초등학교,14 ,452 ,72 ,72 ,80 ,72 ,74 ,82 ,9913 ,1528 ,1670 ,1685 ,1667 ,1686 ,1677 ,703 ,574 
20200401,서울,강북구,중학교,13 ,246 ,85 ,81 ,80 ,0 ,0 ,0 ,6139 ,2135 ,2052 ,1952 ,0 ,0 ,0 ,491 ,327 
20200401,서울,강북구,고등학교,7 ,212 ,70 ,71 ,71 ,0 ,0 ,0 ,5346 ,1782 ,1852 ,1712 ,0 ,0 ,0 ,458 ,267 
20200401,서울,강북구, (일반고),4 ,131 ,43 ,44 ,44 ,0 ,0 ,0 ,3242 ,1083 ,1128 ,1031 ,0 ,0 ,0 ,285 ,187 
20200401,서울,강북구, (특성화고),1 ,24 ,8 ,8 ,8 ,0 ,0 ,0 ,530 ,167 ,183 ,180 ,0 ,0 ,0 ,52 ,32 
20200401,서울,강북구, (자율고),2 ,57 ,19 ,19 ,19 ,0 ,0 ,0 ,1574 ,532 ,541 ,501 ,0 ,0 ,0 ,121 ,48 
20200401,서울,강북구,특수학교,4 ,88 ,42 ,15 ,18 ,4 ,4 ,5 ,424 ,207 ,77 ,83 ,19 ,16 ,22 ,175 ,116 
20200401,서울,강북구,계,56 ,1088 ,269 ,239 ,249 ,76 ,78 ,87 ,23066 ,5652 ,5651 ,5432 ,1686 ,1702 ,1699 ,1946 ,1401 
20200401,서울,도봉구,유치원,24 ,120 ,0 ,0 ,0 ,0 ,0 ,0 ,2252 ,0 ,0 ,0 ,0 ,0 ,0 ,210 ,208 
20200401,서울,도봉구,초등학교,23 ,689 ,106 ,111 ,120 ,115 ,111 ,126 ,14540 ,2214 ,2526 ,2447 ,2498 ,2380 ,2475 ,1012 ,813 
20200401,서울,도봉구,중학교,13 ,295 ,101 ,96 ,98 ,0 ,0 ,0 ,6588 ,2354 ,2132 ,2102 ,0 ,0 ,0 ,598 ,419 
20200401,서울,도봉구,고등학교,10 ,294 ,96 ,98 ,100 ,0 ,0 ,0 ,6533 ,2227 ,2195 ,2111 ,0 ,0 ,0 ,641 ,381 
20200401,서울,도봉구, (일반고),6 ,171 ,55 ,57 ,59 ,0 ,0 ,0 ,3688 ,1247 ,1241 ,1200 ,0 ,0 ,0 ,380 ,250 
20200401,서울,도봉구, (특목고),1 ,30 ,10 ,10 ,10 ,0 ,0 ,0 ,664 ,227 ,216 ,221 ,0 ,0 ,0 ,55 ,17 
20200401,서울,도봉구, (특성화고),2 ,57 ,19 ,19 ,19 ,0 ,0 ,0 ,1071 ,380 ,372 ,319 ,0 ,0 ,0 ,133 ,87 
20200401,서울,도봉구, (자율고),1 ,36 ,12 ,12 ,12 ,0 ,0 ,0 ,1110 ,373 ,366 ,371 ,0 ,0 ,0 ,73 ,27 
20200401,서울,도봉구,특수학교,1 ,24 ,11 ,4 ,5 ,2 ,1 ,1 ,117 ,52 ,22 ,20 ,12 ,5 ,6 ,45 ,35 
20200401,서울,도봉구,계,71 ,1422 ,314 ,309 ,323 ,117 ,112 ,127 ,30030 ,6847 ,6875 ,6680 ,2510 ,2385 ,2481 ,2506 ,1856 
20200401,서울,노원구,유치원,62 ,337 ,0 ,0 ,0 ,0 ,0 ,0 ,5872 ,0 ,0 ,0 ,0 ,0 ,0 ,506 ,498 
20200401,서울,노원구,초등학교,42 ,1201 ,186 ,187 ,195 ,199 ,198 ,236 ,25841 ,3821 ,4279 ,4190 ,4433 ,4288 ,4830 ,1751 ,1434 
20200401,서울,노원구,중학교,26 ,647 ,219 ,215 ,213 ,0 ,0 ,0 ,15205 ,5290 ,4954 ,4961 ,0 ,0 ,0 ,1244 ,884 
20200401,서울,노원구,고등학교,25 ,847 ,279 ,284 ,284 ,0 ,0 ,0 ,20032 ,6679 ,6784 ,6569 ,0 ,0 ,0 ,1930 ,958 
20200401,서울,노원구, (일반고),16 ,556 ,182 ,187 ,187 ,0 ,0 ,0 ,13832 ,4601 ,4687 ,4544 ,0 ,0 ,0 ,1212 ,644 
20200401,서울,노원구, (특성화고),8 ,263 ,88 ,87 ,88 ,0 ,0 ,0 ,5658 ,1903 ,1914 ,1841 ,0 ,0 ,0 ,654 ,269 
20200401,서울,노원구, (자율고),1 ,28 ,9 ,10 ,9 ,0 ,0 ,0 ,542 ,175 ,183 ,184 ,0 ,0 ,0 ,64 ,45 
20200401,서울,노원구,특수학교,2 ,89 ,35 ,20 ,17 ,6 ,6 ,5 ,446 ,175 ,96 ,88 ,32 ,30 ,25 ,168 ,127 
20200401,서울,노원구,고등기술학교,1 ,3 ,1 ,1 ,1 ,0 ,0 ,0 ,15 ,2 ,6 ,7 ,0 ,0 ,0 ,7 ,4 
20200401,서울,노원구,각종학교,1 ,18 ,6 ,6 ,6 ,0 ,0 ,0 ,454 ,154 ,154 ,146 ,0 ,0 ,0 ,34 ,22 
20200401,서울,노원구,계,159 ,3142 ,726 ,713 ,716 ,205 ,204 ,241 ,67865 ,16121 ,16273 ,15961 ,4465 ,4318 ,4855 ,5640 ,3927 
20200401,서울,은평구,유치원,42 ,219 ,0 ,0 ,0 ,0 ,0 ,0 ,3551 ,0 ,0 ,0 ,0 ,0 ,0 ,298 ,296 
20200401,서울,은평구,초등학교,31 ,921 ,142 ,160 ,149 ,157 ,150 ,163 ,20400 ,3150 ,3587 ,3338 ,3522 ,3362 ,3441 ,1408 ,1221 
20200401,서울,은평구,중학교,18 ,431 ,145 ,142 ,144 ,0 ,0 ,0 ,10240 ,3601 ,3443 ,3196 ,0 ,0 ,0 ,847 ,590 
20200401,서울,은평구,고등학교,18 ,518 ,174 ,172 ,172 ,0 ,0 ,0 ,12660 ,4206 ,4362 ,4092 ,0 ,0 ,0 ,1164 ,635 
20200401,서울,은평구, (일반고),10 ,340 ,115 ,112 ,113 ,0 ,0 ,0 ,8666 ,2920 ,2978 ,2768 ,0 ,0 ,0 ,727 ,411 
20200401,서울,은평구, (특성화고),7 ,154 ,51 ,52 ,51 ,0 ,0 ,0 ,3380 ,1080 ,1181 ,1119 ,0 ,0 ,0 ,377 ,191 
20200401,서울,은평구, (자율고),1 ,24 ,8 ,8 ,8 ,0 ,0 ,0 ,614 ,206 ,203 ,205 ,0 ,0 ,0 ,60 ,33 
20200401,서울,은평구,특수학교,1 ,38 ,14 ,9 ,9 ,2 ,2 ,2 ,240 ,91 ,55 ,55 ,13 ,12 ,14 ,75 ,48 
20200401,서울,은평구,각종학교,1 ,9 ,0 ,0 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,22 ,13 
20200401,서울,은평구,계,111 ,2136 ,475 ,483 ,483 ,159 ,152 ,165 ,47091 ,11048 ,11447 ,10681 ,3535 ,3374 ,3455 ,3814 ,2803 
20200401,서울,서대문구,유치원,23 ,114 ,0 ,0 ,0 ,0 ,0 ,0 ,2371 ,0 ,0 ,0 ,0 ,0 ,0 ,197 ,194 
20200401,서울,서대문구,초등학교,19 ,582 ,98 ,99 ,95 ,97 ,93 ,100 ,12988 ,2179 ,2260 ,2127 ,2212 ,2095 ,2115 ,906 ,787 
20200401,서울,서대문구,중학교,14 ,277 ,93 ,92 ,92 ,0 ,0 ,0 ,6057 ,2088 ,1994 ,1975 ,0 ,0 ,0 ,557 ,379 
20200401,서울,서대문구,고등학교,7 ,203 ,67 ,67 ,69 ,0 ,0 ,0 ,5099 ,1683 ,1732 ,1684 ,0 ,0 ,0 ,470 ,230 
20200401,서울,서대문구, (일반고),5 ,146 ,48 ,48 ,50 ,0 ,0 ,0 ,3632 ,1178 ,1241 ,1213 ,0 ,0 ,0 ,320 ,146 
20200401,서울,서대문구, (특목고),1 ,21 ,7 ,7 ,7 ,0 ,0 ,0 ,376 ,141 ,135 ,100 ,0 ,0 ,0 ,73 ,43 
20200401,서울,서대문구, (자율고),1 ,36 ,12 ,12 ,12 ,0 ,0 ,0 ,1091 ,364 ,356 ,371 ,0 ,0 ,0 ,77 ,41 
20200401,서울,서대문구,특수학교,1 ,19 ,7 ,4 ,4 ,1 ,2 ,1 ,103 ,39 ,22 ,22 ,7 ,8 ,5 ,39 ,25 
20200401,서울,서대문구,계,64 ,1195 ,265 ,262 ,260 ,98 ,95 ,101 ,26618 ,5989 ,6008 ,5808 ,2219 ,2103 ,2120 ,2169 ,1615 
20200401,서울,마포구,유치원,25 ,143 ,0 ,0 ,0 ,0 ,0 ,0 ,2784 ,0 ,0 ,0 ,0 ,0 ,0 ,232 ,226 
20200401,서울,마포구,초등학교,22 ,655 ,97 ,112 ,108 ,109 ,107 ,122 ,14375 ,2211 ,2520 ,2336 ,2463 ,2299 ,2546 ,1037 ,932 
20200401,서울,마포구,중학교,14 ,302 ,104 ,98 ,100 ,0 ,0 ,0 ,7474 ,2692 ,2466 ,2316 ,0 ,0 ,0 ,610 ,431 
20200401,서울,마포구,고등학교,9 ,236 ,82 ,78 ,76 ,0 ,0 ,0 ,5972 ,2036 ,2091 ,1845 ,0 ,0 ,0 ,554 ,316 
20200401,서울,마포구, (일반고),3 ,77 ,27 ,25 ,25 ,0 ,0 ,0 ,2117 ,708 ,738 ,671 ,0 ,0 ,0 ,178 ,97 
20200401,서울,마포구, (특성화고),3 ,69 ,25 ,23 ,21 ,0 ,0 ,0 ,1618 ,583 ,558 ,477 ,0 ,0 ,0 ,176 ,104 
20200401,서울,마포구, (자율고),3 ,90 ,30 ,30 ,30 ,0 ,0 ,0 ,2237 ,745 ,795 ,697 ,0 ,0 ,0 ,200 ,115 
20200401,서울,마포구,특수학교,1 ,39 ,17 ,8 ,7 ,3 ,3 ,1 ,179 ,73 ,44 ,35 ,11 ,10 ,6 ,73 ,49 
20200401,서울,마포구,각종학교,1 ,27 ,0 ,0 ,27 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,61 ,43 
20200401,서울,마포구,계,72 ,1402 ,300 ,296 ,318 ,112 ,110 ,123 ,30784 ,7012 ,7121 ,6532 ,2474 ,2309 ,2552 ,2567 ,1997 
20200401,서울,양천구,유치원,39 ,223 ,0 ,0 ,0 ,0 ,0 ,0 ,4150 ,0 ,0 ,0 ,0 ,0 ,0 ,363 ,355 
20200401,서울,양천구,초등학교,30 ,1010 ,152 ,159 ,164 ,167 ,165 ,203 ,23985 ,3575 ,3812 ,3893 ,4132 ,4002 ,4571 ,1555 ,1373 
20200401,서울,양천구,중학교,19 ,619 ,206 ,203 ,210 ,0 ,0 ,0 ,15779 ,5602 ,5135 ,5042 ,0 ,0 ,0 ,1204 ,902 
20200401,서울,양천구,고등학교,15 ,495 ,163 ,167 ,165 ,0 ,0 ,0 ,12351 ,4080 ,4177 ,4094 ,0 ,0 ,0 ,1059 ,547 
20200401,서울,양천구, (일반고),10 ,367 ,120 ,123 ,124 ,0 ,0 ,0 ,9305 ,3101 ,3155 ,3049 ,0 ,0 ,0 ,783 ,417 
20200401,서울,양천구, (특성화고),3 ,68 ,23 ,24 ,21 ,0 ,0 ,0 ,1216 ,396 ,429 ,391 ,0 ,0 ,0 ,152 ,91 
20200401,서울,양천구, (자율고),2 ,60 ,20 ,20 ,20 ,0 ,0 ,0 ,1830 ,583 ,593 ,654 ,0 ,0 ,0 ,124 ,39 
20200401,서울,양천구,계,103 ,2347 ,521 ,529 ,539 ,167 ,165 ,203 ,56265 ,13257 ,13124 ,13029 ,4132 ,4002 ,4571 ,4181 ,3177 
20200401,서울,강서구,유치원,54 ,295 ,0 ,0 ,0 ,0 ,0 ,0 ,5375 ,0 ,0 ,0 ,0 ,0 ,0 ,466 ,460 
20200401,서울,강서구,초등학교,35 ,1180 ,198 ,205 ,198 ,188 ,183 ,208 ,26078 ,4277 ,4771 ,4489 ,4231 ,4005 ,4305 ,1756 ,1521 
20200401,서울,강서구,중학교,22 ,451 ,151 ,147 ,153 ,0 ,0 ,0 ,10682 ,3834 ,3440 ,3408 ,0 ,0 ,0 ,925 ,638 
20200401,서울,강서구,고등학교,23 ,664 ,216 ,223 ,225 ,0 ,0 ,0 ,14998 ,4969 ,4992 ,5037 ,0 ,0 ,0 ,1384 ,693 
20200401,서울,강서구, (일반고),14 ,430 ,141 ,144 ,145 ,0 ,0 ,0 ,10344 ,3437 ,3502 ,3405 ,0 ,0 ,0 ,889 ,405 
20200401,서울,강서구, (특목고),2 ,45 ,15 ,15 ,15 ,0 ,0 ,0 ,1309 ,449 ,420 ,440 ,0 ,0 ,0 ,100 ,59 
20200401,서울,강서구, (특성화고),6 ,160 ,51 ,54 ,55 ,0 ,0 ,0 ,2801 ,908 ,887 ,1006 ,0 ,0 ,0 ,330 ,185 
20200401,서울,강서구, (자율고),1 ,29 ,9 ,10 ,10 ,0 ,0 ,0 ,544 ,175 ,183 ,186 ,0 ,0 ,0 ,65 ,44 
20200401,서울,강서구,특수학교,2 ,45 ,16 ,10 ,10 ,3 ,3 ,3 ,239 ,92 ,52 ,41 ,18 ,19 ,17 ,83 ,56 
20200401,서울,강서구,계,136 ,2635 ,581 ,585 ,586 ,191 ,186 ,211 ,57372 ,13172 ,13255 ,12975 ,4249 ,4024 ,4322 ,4614 ,3368 
20200401,서울,구로구,유치원,32 ,155 ,0 ,0 ,0 ,0 ,0 ,0 ,2905 ,0 ,0 ,0 ,0 ,0 ,0 ,253 ,252 
20200401,서울,구로구,초등학교,26 ,867 ,142 ,152 ,150 ,141 ,136 ,146 ,18180 ,3014 ,3232 ,3103 ,3049 ,2847 ,2935 ,1336 ,1159 
20200401,서울,구로구,중학교,14 ,348 ,120 ,116 ,112 ,0 ,0 ,0 ,8026 ,2872 ,2645 ,2509 ,0 ,0 ,0 ,678 ,486 
20200401,서울,구로구,고등학교,14 ,376 ,125 ,126 ,125 ,0 ,0 ,0 ,9178 ,3082 ,3132 ,2964 ,0 ,0 ,0 ,864 ,534 
20200401,서울,구로구, (일반고),6 ,182 ,60 ,61 ,61 ,0 ,0 ,0 ,4434 ,1463 ,1534 ,1437 ,0 ,0 ,0 ,408 ,252 
20200401,서울,구로구, (특목고),2 ,44 ,15 ,15 ,14 ,0 ,0 ,0 ,1231 ,425 ,414 ,392 ,0 ,0 ,0 ,115 ,76 
20200401,서울,구로구, (특성화고),4 ,93 ,31 ,31 ,31 ,0 ,0 ,0 ,2073 ,711 ,709 ,653 ,0 ,0 ,0 ,209 ,104 
20200401,서울,구로구, (자율고),2 ,57 ,19 ,19 ,19 ,0 ,0 ,0 ,1440 ,483 ,475 ,482 ,0 ,0 ,0 ,132 ,102 
20200401,서울,구로구,특수학교,2 ,82 ,33 ,18 ,17 ,5 ,5 ,4 ,424 ,169 ,89 ,93 ,26 ,24 ,23 ,160 ,121 
20200401,서울,구로구,각종학교,1 ,6 ,1 ,1 ,1 ,1 ,1 ,1 ,58 ,5 ,7 ,11 ,8 ,11 ,16 ,7 ,5 
20200401,서울,구로구,계,89 ,1834 ,421 ,413 ,405 ,147 ,142 ,151 ,38771 ,9142 ,9105 ,8680 ,3083 ,2882 ,2974 ,3298 ,2557 
