연도,시도,구분,교과명,지원자,응시자,합격자
2016,전체,중등,체육,"3,769","3,564",562
2016,전체,중등,음악,"1,958","1,714",270
2016,전체,중등,미술,"1,777","1,695",228
2016,전체,중등,한문,410,386,32
2016,전체,중등,영어,"6,992","6,555",396
2016,전체,중등,중국어,842,792,111
2016,전체,중등,기술,369,343,125
2016,전체,중등,가정,"1,000",941,157
2016,전체,중등,기술·가정,0,0,0
2016,전체,중등,식물자원·조경,167,158,14
2016,전체,중등,동물자원,54,51,9
2016,전체,중등,농공,42,37,16
2016,전체,중등,식품가공,104,96,26
2016,전체,중등,디자인·공예,140,131,12
2016,전체,중등,정보·컴퓨터,390,347,43
2016,전체,중등,전기·전자·통신,455,421,119
2016,전체,중등,기계·금속,327,311,105
2016,전체,중등,건설,144,120,18
2016,전체,중등,상업정보,458,420,108
2016,전체,중등,관광,46,42,6
2016,전체,중등,조리,149,136,19
2016,전체,중등,미용,129,121,22
2016,전체,중등,국어(특수교사),11,9,2
2016,전체,중등,수학(특수교사),4,3,1
2016,전체,중등,공통과학(특수교사),6,6,1
2016,전체,중등,일반사회(특수교사),8,6,1
2016,전체,중등,음악(특수교사),16,13,1
2016,전체,중등,직업교육(특수교사),25,24,3
2016,전체,중등,중등(특수교사),"2,835","2,606",307
2016,전체,중등,보건(기타),"1,755","1,601",302
2016,전체,중등,전문상담(기타),339,302,48
2016,전체,중등,사서(기타),106,88,8
2016,전체,중등,영양(기타),603,551,74
2017,서울,중등,국어,"1,699","1,562",70
2017,서울,중등,수학,679,611,54
2017,서울,중등,물리,140,131,16
2017,서울,중등,화학,141,127,17
2017,서울,중등,생물,190,169,18
2017,서울,중등,지구과학,103,93,14
2017,서울,중등,일반사회,204,183,7
2017,서울,중등,역사,460,415,35
2017,서울,중등,지리,99,90,6
2017,서울,중등,도덕·윤리,263,248,29
2017,서울,중등,체육,504,457,84
2017,서울,중등,음악,286,255,29
2017,서울,중등,미술,354,324,25
2017,서울,중등,한문,112,103,5
2017,서울,중등,영어,927,843,45
2017,서울,중등,중국어,198,177,17
2017,서울,중등,기술,83,75,23
2017,서울,중등,가정,228,204,32
2017,서울,중등,디자인·공예,103,94,5
2017,서울,중등,정보·컴퓨터,126,109,14
2017,서울,중등,전기·전자·통신,58,50,15
2017,서울,중등,기계·금속,47,42,14
2017,서울,중등,화공·섬유,25,22,5
2017,서울,중등,상업정보,125,111,12
2017,서울,중등,조리,33,32,3
2017,서울,중등,중등(특수교사),254,229,16
2017,서울,중등,보건(기타),481,424,56
2017,서울,중등,전문상담(기타),104,87,14
2017,서울,중등,영양(기타),41,36,3
2017,부산,중등,국어,365,324,11
2017,부산,중등,수학,249,226,9
2017,부산,중등,물리,53,48,7
2017,부산,중등,화학,67,62,6
2017,부산,중등,생물,115,109,8
2017,부산,중등,지구과학,47,43,6
2017,부산,중등,일반사회,78,73,5
2017,부산,중등,역사,342,321,13
2017,부산,중등,지리,59,54,3
2017,부산,중등,상담,51,42,5
2017,부산,중등,체육,221,212,26
2017,부산,중등,음악,156,151,16
2017,부산,중등,미술,155,155,15
2017,부산,중등,영어,221,203,5
2017,부산,중등,기술,29,28,10
2017,부산,중등,가정,94,85,10
2017,부산,중등,전기·전자·통신,49,46,5
2017,부산,중등,기계·금속,21,18,3
2017,부산,중등,국어(특수교사),8,8,1
2017,부산,중등,수학(특수교사),6,6,1
2017,부산,중등,체육(특수교사),17,14,1
2017,부산,중등,음악(특수교사),5,5,1
2017,부산,중등,이료(특수교사),12,11,2
2017,부산,중등,직업교육(특수교사),19,13,1
2017,부산,중등,보건(기타),134,108,15
2017,부산,중등,사서(기타),13,10,2
2017,부산,중등,영양(기타),46,43,6
2017,대구,중등,국어,371,347,13
2017,대구,중등,수학,425,400,21
2017,대구,중등,물리,67,63,8
2017,대구,중등,화학,77,72,10
2017,대구,중등,생물,92,86,7
2017,대구,중등,지구과학,49,47,8
2017,대구,중등,일반사회,61,58,3
2017,대구,중등,역사,188,170,8
2017,대구,중등,지리,84,77,5
2017,대구,중등,도덕·윤리,30,28,3
2017,대구,중등,체육,162,153,12
2017,대구,중등,음악,62,58,5
2017,대구,중등,미술,104,101,8
2017,대구,중등,영어,467,427,19
2017,대구,중등,중국어,70,68,8
2017,대구,중등,기술,15,14,2
2017,대구,중등,가정,10,8,2
2017,대구,중등,정보·컴퓨터,62,52,7
2017,대구,중등,전기·전자·통신,27,25,3
2017,대구,중등,기계·금속,42,38,7
2017,대구,중등,상업정보,19,19,3
2017,대구,중등,중등(특수교사),247,232,30
2017,대구,중등,보건(기타),136,125,18
2017,대구,중등,전문상담(기타),90,82,14
2017,대구,중등,사서(기타),22,19,2
2017,대구,중등,영양(기타),56,52,10
2017,인천,중등,국어,259,235,10
2017,인천,중등,수학,227,210,9
2017,인천,중등,물리,59,55,8
2017,인천,중등,화학,47,44,8
2017,인천,중등,생물,108,97,9
2017,인천,중등,지구과학,77,73,14
2017,인천,중등,일반사회,49,46,3
2017,인천,중등,역사,132,114,9
2017,인천,중등,지리,42,40,3
2017,인천,중등,체육,191,180,30
2017,인천,중등,음악,104,99,20
2017,인천,중등,미술,93,88,10
2017,인천,중등,영어,240,230,10
2017,인천,중등,중국어,56,55,6
2017,인천,중등,전기·전자·통신,53,52,9
2017,인천,중등,기계·금속,67,64,20
2017,인천,중등,조리,32,31,5
2017,인천,중등,중등(특수교사),191,183,21
2017,인천,중등,보건(기타),96,83,15
2017,인천,중등,전문상담(기타),44,39,7
2017,인천,중등,사서(기타),27,22,2
2017,인천,중등,영양(기타),26,21,2
2017,광주,중등,국어,102,84,2
2017,광주,중등,수학,39,33,2
2017,광주,중등,물리,29,27,2
2017,광주,중등,화학,10,10,2
2017,광주,중등,역사,42,36,2
2017,광주,중등,도덕·윤리,22,21,3
2017,광주,중등,체육,84,79,10
2017,광주,중등,음악,27,27,2
2017,광주,중등,미술,43,38,3
2017,광주,중등,영어,58,48,2
2017,광주,중등,중국어,27,22,3
2017,광주,중등,기술,11,8,2
2017,광주,중등,가정,27,22,2
2017,광주,중등,식품가공,8,8,1
2017,광주,중등,건설,15,13,2
2017,광주,중등,중등(특수교사),81,76,4
2017,광주,중등,보건(기타),101,93,6
2017,광주,중등,전문상담(기타),32,26,4
2017,광주,중등,사서(기타),6,6,1
2017,광주,중등,영양(기타),9,8,1
2017,대전,중등,국어,102,89,4
2017,대전,중등,수학,89,80,4
2017,대전,중등,물리,56,51,8
2017,대전,중등,화학,47,45,5
2017,대전,중등,생물,71,68,6
2017,대전,중등,지구과학,43,41,6
2017,대전,중등,일반사회,25,22,2
2017,대전,중등,역사,40,32,2
2017,대전,중등,도덕·윤리,113,101,12
2017,대전,중등,체육,155,147,21
2017,대전,중등,음악,144,140,14
2017,대전,중등,미술,139,130,13
2017,대전,중등,한문,126,120,10
2017,대전,중등,영어,76,65,3
2017,대전,중등,중국어,45,41,6
2017,대전,중등,기술,19,18,4
2017,대전,중등,가정,41,40,4
2017,대전,중등,정보·컴퓨터,77,68,9
2017,대전,중등,전기·전자·통신,43,36,6
2017,대전,중등,건설,29,29,4
2017,대전,중등,중등(특수교사),215,197,23
2017,대전,중등,보건(기타),109,97,14
2017,대전,중등,전문상담(기타),37,36,5
2017,대전,중등,사서(기타),14,12,2
2017,울산,중등,국어,93,84,2
2017,울산,중등,수학,59,52,2
2017,울산,중등,지구과학,8,8,2
2017,울산,중등,일반사회,26,24,2
2017,울산,중등,체육,96,92,13
2017,울산,중등,음악,54,52,7
2017,울산,중등,미술,43,41,5
2017,울산,중등,기술,18,16,6
2017,울산,중등,기계·금속,11,8,2
2017,울산,중등,화공·섬유,12,11,2
2017,울산,중등,상업정보,34,32,6
2017,울산,중등,중등(특수교사),96,88,10
2017,울산,중등,보건(기타),75,67,13
2017,울산,중등,사서(기타),7,7,2
2017,울산,중등,영양(기타),33,30,5
2017,세종,중등,국어,843,819,34
2017,세종,중등,수학,356,338,19
2017,세종,중등,물리,49,42,7
2017,세종,중등,화학,38,38,6
2017,세종,중등,생물,77,73,6
2017,세종,중등,지구과학,41,38,7
2017,세종,중등,일반사회,93,88,7
2017,세종,중등,역사,165,156,9
2017,세종,중등,지리,150,141,10
2017,세종,중등,도덕·윤리,52,51,7
2017,세종,중등,체육,151,144,20
2017,세종,중등,음악,71,63,8
2017,세종,중등,미술,71,69,8
2017,세종,중등,영어,710,676,30
2017,세종,중등,중국어,43,40,6
2017,세종,중등,기술,36,32,9
2017,세종,중등,가정,71,68,8
2017,세종,중등,정보·컴퓨터,43,40,6
2017,세종,중등,기계·금속,13,13,1
2017,세종,중등,중등(특수교사),137,125,14
2017,세종,중등,보건(기타),17,14,1
2017,세종,중등,전문상담(기타),11,9,2
2017,세종,중등,사서(기타),4,4,1
2017,세종,중등,영양(기타),28,26,3
2017,경기,중등,국어,"1,635","1,546",92
2017,경기,중등,수학,"1,629","1,551",125
2017,경기,중등,물리,230,208,34
2017,경기,중등,화학,283,269,40
2017,경기,중등,생물,357,337,37
2017,경기,중등,지구과학,180,168,38
2017,경기,중등,일반사회,248,233,11
2017,경기,중등,역사,"1,072",995,86
2017,경기,중등,지리,262,240,17
2017,경기,중등,도덕·윤리,213,193,24
2017,경기,중등,체육,"1,046",996,142
2017,경기,중등,음악,469,449,75
2017,경기,중등,미술,351,332,57
2017,경기,중등,영어,"1,856","1,765",87
2017,경기,중등,중국어,284,264,34
2017,경기,중등,기술,37,32,13
2017,경기,중등,가정,110,101,15
2017,경기,중등,식물자원·조경,39,37,4
2017,경기,중등,식품가공,47,45,8
2017,경기,중등,정보·컴퓨터,151,143,20
2017,경기,중등,전기·전자·통신,40,32,6
2017,경기,중등,기계·금속,33,31,9
2017,경기,중등,화공·섬유,41,37,7
2017,경기,중등,건설,31,28,4
2017,경기,중등,상업정보,109,101,17
2017,경기,중등,중등(특수교사),850,789,95
2017,경기,중등,보건(기타),352,323,59
2017,경기,중등,전문상담(기타),177,163,25
2017,경기,중등,영양(기타),204,189,20
2017,강원,중등,국어,427,427,19
2017,강원,중등,수학,252,252,13
2017,강원,중등,물리,19,19,2
2017,강원,중등,화학,14,14,2
2017,강원,중등,생물,27,27,2
2017,강원,중등,지구과학,11,11,2
2017,강원,중등,일반사회,26,26,2
2017,강원,중등,역사,67,67,4
2017,강원,중등,지리,32,32,2
2017,강원,중등,도덕·윤리,20,20,2
2017,강원,중등,체육,179,178,15
2017,강원,중등,음악,132,132,13
2017,강원,중등,미술,25,25,2
2017,강원,중등,영어,310,310,14
2017,강원,중등,일본어,33,33,2
2017,강원,중등,기술,35,35,10
2017,강원,중등,가정,75,75,10
2017,강원,중등,정보·컴퓨터,24,24,3
2017,강원,중등,전기·전자·통신,65,64,10
2017,강원,중등,기계·금속,27,27,9
2017,강원,중등,건설,13,13,3
2017,강원,중등,상업정보,21,21,5
2017,강원,중등,중등(특수교사),98,97,15
2017,강원,중등,보건(기타),86,86,13
2017,강원,중등,전문상담(기타),46,46,6
2017,강원,중등,사서(기타),18,18,3
2017,강원,중등,영양(기타),83,83,9
2017,충북,중등,국어,541,525,23
2017,충북,중등,수학,324,316,18
2017,충북,중등,화학,31,28,6
2017,충북,중등,지구과학,30,27,6
2017,충북,중등,일반사회,57,53,4
2017,충북,중등,역사,195,183,11
2017,충북,중등,도덕·윤리,88,86,7
2017,충북,중등,체육,163,157,17
2017,충북,중등,음악,135,130,15
2017,충북,중등,미술,130,128,15
2017,충북,중등,한문,77,73,6
2017,충북,중등,영어,412,397,17
2017,충북,중등,중국어,49,49,6
2017,충북,중등,가정,52,52,6
2017,충북,중등,식물자원·조경,59,57,7
2017,충북,중등,식품가공,27,26,3
2017,충북,중등,디자인·공예,47,46,3
2017,충북,중등,정보·컴퓨터,29,27,4
2017,충북,중등,전기·전자·통신,51,46,9
2017,충북,중등,기계·금속,38,32,9
2017,충북,중등,건설,17,15,3
2017,충북,중등,상업정보,57,51,9
2017,충북,중등,조리,3,3,1
2017,충북,중등,중등(특수교사),185,168,21
2017,충북,중등,보건(기타),75,74,8
2017,충북,중등,전문상담(기타),32,28,5
2017,충북,중등,사서(기타),13,9,2
2017,충북,중등,영양(기타),24,23,4
2017,충남,중등,국어,230,215,12
2017,충남,중등,수학,215,210,14
2017,충남,중등,물리,34,32,5
2017,충남,중등,화학,37,34,6
2017,충남,중등,생물,80,77,8
2017,충남,중등,지구과학,24,24,4
2017,충남,중등,일반사회,40,38,4
2017,충남,중등,역사,61,58,4
2017,충남,중등,지리,69,64,4
2017,충남,중등,도덕·윤리,70,64,6
2017,충남,중등,체육,118,111,16
2017,충남,중등,음악,39,35,5
2017,충남,중등,미술,45,40,6
2017,충남,중등,한문,56,53,5
2017,충남,중등,영어,187,180,10
2017,충남,중등,중국어,45,44,6
2017,충남,중등,일본어,76,64,4
2017,충남,중등,기술,18,14,5
2017,충남,중등,가정,27,26,3
2017,충남,중등,식물자원·조경,10,10,2
2017,충남,중등,식품가공,7,7,1
2017,충남,중등,정보·컴퓨터,41,39,4
2017,충남,중등,전기·전자·통신,8,8,3
2017,충남,중등,기계·금속,6,4,2
2017,충남,중등,화공·섬유,34,31,7
2017,충남,중등,건설,9,9,2
2017,충남,중등,상업정보,12,9,2
2017,충남,중등,조리,13,12,2
2017,충남,중등,중등(특수교사),198,178,23
2017,충남,중등,보건(기타),15,13,1
2017,충남,중등,전문상담(기타),34,34,5
2017,충남,중등,사서(기타),19,16,3
2017,전북,중등,국어,403,375,16
2017,전북,중등,수학,339,325,19
2017,전북,중등,물리,40,36,7
2017,전북,중등,화학,54,54,7
2017,전북,중등,생물,67,63,8
2017,전북,중등,지구과학,33,33,7
2017,전북,중등,일반사회,101,95,8
2017,전북,중등,역사,156,144,8
2017,전북,중등,지리,119,116,8
2017,전북,중등,도덕·윤리,38,34,4
2017,전북,중등,체육,167,153,19
2017,전북,중등,음악,75,72,6
2017,전북,중등,미술,73,71,6
2017,전북,중등,한문,44,40,3
2017,전북,중등,영어,337,323,17
2017,전북,중등,중국어,23,22,3
2017,전북,중등,기술,14,9,4
2017,전북,중등,가정,62,58,5
2017,전북,중등,전기·전자·통신,35,34,7
2017,전북,중등,기계·금속,24,22,5
2017,전북,중등,상업정보,36,33,6
2017,전북,중등,조리,22,22,3
2017,전북,중등,중등(특수교사),214,199,18
2017,전북,중등,보건(기타),167,153,16
2017,전북,중등,전문상담(기타),50,43,8
2017,전북,중등,사서(기타),13,13,2
2017,전북,중등,영양(기타),25,23,4
2017,전남,중등,국어,579,557,24
2017,전남,중등,수학,362,343,24
2017,전남,중등,물리,88,82,9
2017,전남,중등,화학,136,132,22
2017,전남,중등,생물,139,133,13
2017,전남,중등,지구과학,44,39,6
2017,전남,중등,일반사회,179,167,15
2017,전남,중등,역사,215,201,15
2017,전남,중등,도덕·윤리,55,51,9
2017,전남,중등,체육,311,297,45
2017,전남,중등,음악,84,82,8
2017,전남,중등,영어,574,527,25
2017,전남,중등,중국어,23,23,3
2017,전남,중등,기술,23,21,6
2017,전남,중등,가정,66,62,7
2017,전남,중등,식물자원·조경,61,57,9
2017,전남,중등,정보·컴퓨터,93,90,13
2017,전남,중등,전기·전자·통신,31,29,5
2017,전남,중등,기계·금속,30,29,7
2017,전남,중등,화공·섬유,15,14,4
2017,전남,중등,건설,26,23,5
2017,전남,중등,상업정보,44,42,8
2017,전남,중등,중등(특수교사),210,200,18
2017,전남,중등,보건(기타),64,53,6
2017,전남,중등,전문상담(기타),51,47,10
2017,전남,중등,영양(기타),67,60,11
2017,경북,중등,국어,157,143,5
2017,경북,중등,화학,48,43,7
2017,경북,중등,생물,47,43,5
2017,경북,중등,역사,113,103,5
2017,경북,중등,도덕·윤리,50,48,5
2017,경북,중등,체육,88,79,11
2017,경북,중등,음악,13,12,2
2017,경북,중등,미술,34,33,4
2017,경북,중등,한문,35,34,2
2017,경북,중등,기술,6,6,3
2017,경북,중등,가정,54,52,6
2017,경북,중등,식물자원·조경,22,21,2
2017,경북,중등,전기·전자·통신,34,30,5
2017,경북,중등,기계·금속,27,23,5
2017,경북,중등,중등(특수교사),106,94,9
2017,경북,중등,보건(기타),89,78,14
2017,경북,중등,전문상담(기타),40,37,7
2017,경북,중등,영양(기타),33,32,6
2017,경남,중등,국어,601,568,18
2017,경남,중등,수학,462,443,18
2017,경남,중등,물리,116,106,14
2017,경남,중등,화학,139,135,14
2017,경남,중등,생물,189,181,14
2017,경남,중등,지구과학,25,25,7
2017,경남,중등,일반사회,154,140,12
2017,경남,중등,역사,221,206,12
2017,경남,중등,지리,61,57,4
2017,경남,중등,도덕·윤리,97,92,7
2017,경남,중등,체육,273,255,37
2017,경남,중등,음악,184,180,23
2017,경남,중등,미술,183,178,23
2017,경남,중등,영어,456,424,13
2017,경남,중등,중국어,44,43,3
2017,경남,중등,일본어,59,51,3
2017,경남,중등,기술,19,19,6
2017,경남,중등,가정,110,103,12
2017,경남,중등,식물자원·조경,22,22,4
2017,경남,중등,식품가공,26,23,4
2017,경남,중등,상업정보,31,27,7
2017,경남,중등,중등(특수교사),245,226,25
2017,경남,중등,보건(기타),146,135,18
2017,경남,중등,전문상담(기타),60,53,9
2017,경남,중등,사서(기타),15,9,2
2017,경남,중등,영양(기타),31,29,5
2017,제주,중등,국어,135,126,6
2017,제주,중등,수학,75,72,4
2017,제주,중등,물리,33,31,5
2017,제주,중등,화학,5,5,1
2017,제주,중등,생물,46,44,5
2017,제주,중등,일반사회,32,31,2
2017,제주,중등,역사,43,42,4
2017,제주,중등,지리,23,22,2
2017,제주,중등,도덕·윤리,34,30,6
2017,제주,중등,체육,70,68,10
2017,제주,중등,음악,36,35,3
2017,제주,중등,미술,42,41,4
2017,제주,중등,한문,17,17,2
2017,제주,중등,영어,49,46,2
2017,제주,중등,중국어,21,20,2
2017,제주,중등,기술,10,8,4
2017,제주,중등,가정,34,33,4
2017,제주,중등,정보·컴퓨터,8,8,1
2017,제주,중등,보건(기타),45,43,8
2017,제주,중등,전문상담(기타),32,30,5
2017,제주,중등,사서(기타),9,7,2
2017,제주,중등,영양(기타),12,11,1
2017,전체,중등,국어,"8,542","8,026",361
2017,전체,중등,수학,"5,781","5,462",355
2017,전체,중등,물리,"1,013",931,132
2017,전체,중등,화학,"1,174","1,112",159
2017,전체,중등,생물,"1,605","1,507",146
2017,전체,중등,지구과학,715,670,127
2017,전체,중등,일반사회,"1,373","1,277",87
2017,전체,중등,역사,"3,512","3,243",227
2017,전체,중등,지리,"1,000",933,64
2017,전체,중등,도덕·윤리,"1,145","1,067",124
2017,전체,중등,상담,51,42,5
2017,전체,중등,체육,"3,979","3,758",528
2017,전체,중등,음악,"2,071","1,972",251
2017,전체,중등,미술,"1,885","1,794",204
2017,전체,중등,한문,467,440,33
2017,전체,중등,영어,"6,880","6,464",299
2017,전체,중등,중국어,928,868,103
2017,전체,중등,일본어,168,148,9
2017,전체,중등,기술,373,335,107
2017,전체,중등,가정,"1,061",989,126
2017,전체,중등,식물자원·조경,213,204,28
2017,전체,중등,식품가공,115,109,17
2017,전체,중등,디자인·공예,150,140,8
2017,전체,중등,정보·컴퓨터,654,600,81
2017,전체,중등,전기·전자·통신,494,452,83
2017,전체,중등,기계·금속,386,351,93
2017,전체,중등,화공·섬유,127,115,25
2017,전체,중등,건설,140,130,23
2017,전체,중등,상업정보,488,446,75
2017,전체,중등,조리,103,100,14
2017,전체,중등,국어(특수교사),8,8,1
2017,전체,중등,수학(특수교사),6,6,1
2017,전체,중등,체육(특수교사),17,14,1
2017,전체,중등,음악(특수교사),5,5,1
2017,전체,중등,이료(특수교사),12,11,2
2017,전체,중등,직업교육(특수교사),19,13,1
2017,전체,중등,중등(특수교사),"3,327","3,081",342
2017,전체,중등,보건(기타),"2,188","1,969",281
2017,전체,중등,전문상담(기타),840,760,126
2017,전체,중등,사서(기타),180,152,26
2017,전체,중등,영양(기타),718,666,90
2018,서울,중등,국어,"1,674","1,522",68
2018,서울,중등,수학,963,855,68
2018,서울,중등,물리,135,108,17
2018,서울,중등,화학,105,92,17
2018,서울,중등,생물,246,213,27
2018,서울,중등,지구과학,54,46,11
2018,서울,중등,일반사회,183,158,17
2018,서울,중등,역사,583,516,42
2018,서울,중등,지리,103,89,12
2018,서울,중등,도덕·윤리,288,260,36
2018,서울,중등,체육,683,615,84
2018,서울,중등,음악,485,423,43
2018,서울,중등,미술,390,343,33
2018,서울,중등,한문,138,117,6
2018,서울,중등,영어,"1,377","1,232",55
2018,서울,중등,중국어,141,124,9
2018,서울,중등,기술,55,46,23
2018,서울,중등,가정,228,195,35
2018,서울,중등,정보·컴퓨터,183,148,28
2018,서울,중등,전기·전자·통신,122,103,17
2018,서울,중등,기계·금속,72,58,15
2018,서울,중등,건설,35,31,6
2018,서울,중등,미용,25,21,4
2018,서울,중등,상업,109,91,11
2018,서울,중등,중등(특수교사),304,254,43
2018,서울,중등,보건(기타),661,560,88
2018,서울,중등,전문상담(기타),215,189,71
2018,서울,중등,사서(기타),107,83,15
2018,서울,중등,영양(기타),123,99,33
2018,부산,중등,국어,410,371,14
2018,부산,중등,수학,325,294,13
2018,부산,중등,물리,50,48,7
2018,부산,중등,화학,67,54,6
2018,부산,중등,생물,124,113,8
2018,부산,중등,지구과학,39,36,7
2018,부산,중등,일반사회,41,34,3
2018,부산,중등,역사,268,249,13
2018,부산,중등,지리,37,29,4
2018,부산,중등,도덕·윤리,85,70,8
2018,부산,중등,체육,235,212,22
2018,부산,중등,음악,157,146,10
2018,부산,중등,미술,159,141,11
2018,부산,중등,영어,234,195,6
2018,부산,중등,중국어,44,39,2
2018,부산,중등,기술,26,21,8
2018,부산,중등,가정,84,76,8
2018,부산,중등,정보·컴퓨터,27,22,4
2018,부산,중등,전기·전자·통신,21,16,2
2018,부산,중등,기계·금속,11,10,2
2018,부산,중등,체육(특수교사),15,10,1
2018,부산,중등,직업교육(특수교사),19,15,2
2018,부산,중등,보건(기타),149,128,18
2018,부산,중등,전문상담(기타),76,70,25
2018,부산,중등,사서(기타),34,31,7
2018,부산,중등,영양(기타),42,34,8
2018,대구,중등,국어,223,200,5
2018,대구,중등,수학,237,203,7
2018,대구,중등,물리,28,22,4
2018,대구,중등,화학,19,16,2
2018,대구,중등,생물,41,35,2
2018,대구,중등,지구과학,23,22,4
2018,대구,중등,일반사회,50,39,4
2018,대구,중등,역사,95,83,5
2018,대구,중등,도덕·윤리,45,42,8
2018,대구,중등,체육,79,67,6
2018,대구,중등,음악,31,27,2
2018,대구,중등,미술,61,55,4
2018,대구,중등,영어,283,248,7
2018,대구,중등,중국어,74,69,5
2018,대구,중등,기술,19,18,4
2018,대구,중등,가정,41,32,4
2018,대구,중등,정보·컴퓨터,54,47,11
2018,대구,중등,전기·전자·통신,46,42,4
2018,대구,중등,기계·금속,45,41,6
2018,대구,중등,중등(특수교사),295,256,49
2018,대구,중등,보건(기타),114,89,15
2018,대구,중등,전문상담(기타),74,61,23
2018,대구,중등,사서(기타),24,18,5
2018,대구,중등,영양(기타),41,33,12
2018,인천,중등,국어,319,293,14
2018,인천,중등,수학,183,158,9
2018,인천,중등,물리,51,45,9
2018,인천,중등,화학,49,43,8
2018,인천,중등,생물,111,99,14
2018,인천,중등,지구과학,80,76,18
2018,인천,중등,일반사회,57,50,7
2018,인천,중등,역사,141,130,14
2018,인천,중등,지리,44,39,5
2018,인천,중등,도덕·윤리,115,108,19
2018,인천,중등,체육,178,162,30
2018,인천,중등,음악,156,148,21
2018,인천,중등,미술,116,110,13
2018,인천,중등,영어,163,138,8
2018,인천,중등,기술,36,32,14
2018,인천,중등,가정,80,75,15
2018,인천,중등,정보·컴퓨터,115,108,23
2018,인천,중등,기계·금속,28,23,7
2018,인천,중등,건설,42,36,5
2018,인천,중등,미용,53,44,8
2018,인천,중등,상업,77,63,15
2018,인천,중등,중등(특수교사),496,434,79
2018,인천,중등,보건(기타),146,127,32
2018,인천,중등,전문상담(기타),103,87,35
2018,인천,중등,사서(기타),36,29,8
2018,인천,중등,영양(기타),122,102,40
2018,광주,중등,국어,104,75,2
2018,광주,중등,수학,61,47,2
2018,광주,중등,물리,35,32,3
2018,광주,중등,화학,37,32,4
2018,광주,중등,생물,33,27,2
2018,광주,중등,지구과학,15,13,1
2018,광주,중등,역사,46,41,2
2018,광주,중등,도덕·윤리,23,21,3
2018,광주,중등,체육,110,100,10
2018,광주,중등,음악,50,42,3
2018,광주,중등,미술,41,35,3
2018,광주,중등,영어,86,75,2
2018,광주,중등,기술,5,3,1
2018,광주,중등,가정,17,12,1
2018,광주,중등,정보·컴퓨터,39,32,6
2018,광주,중등,전기·전자·통신,33,28,4
2018,광주,중등,기계·금속,9,6,1
2018,광주,중등,건설,14,12,2
2018,광주,중등,조리,6,5,1
2018,광주,중등,중등(특수교사),39,29,3
2018,광주,중등,보건(기타),58,47,5
2018,광주,중등,전문상담(기타),64,55,17
2018,광주,중등,사서(기타),15,10,3
2018,광주,중등,영양(기타),13,11,2
2018,대전,중등,국어,195,170,6
2018,대전,중등,수학,74,67,4
2018,대전,중등,물리,54,47,10
2018,대전,중등,화학,54,47,7
2018,대전,중등,생물,66,59,6
2018,대전,중등,지구과학,50,47,8
2018,대전,중등,일반사회,52,49,6
2018,대전,중등,역사,128,120,8
2018,대전,중등,지리,73,69,7
2018,대전,중등,도덕·윤리,114,103,14
2018,대전,중등,체육,153,140,18
2018,대전,중등,음악,129,124,11
2018,대전,중등,미술,185,167,15
2018,대전,중등,영어,94,75,2
2018,대전,중등,일본어,42,34,2
2018,대전,중등,기술,28,25,6
2018,대전,중등,가정,34,31,5
2018,대전,중등,정보·컴퓨터,62,50,9
2018,대전,중등,기계·금속,51,41,7
2018,대전,중등,조리,81,60,6
2018,대전,중등,미용,31,25,4
2018,대전,중등,상업,39,36,5
2018,대전,중등,중등(특수교사),271,236,37
2018,대전,중등,보건(기타),143,128,24
2018,대전,중등,전문상담(기타),74,63,20
2018,대전,중등,사서(기타),77,66,20
2018,대전,중등,영양(기타),63,47,21
2018,울산,중등,국어,61,49,2
2018,울산,중등,수학,54,48,2
2018,울산,중등,화학,41,40,5
2018,울산,중등,지구과학,23,22,6
2018,울산,중등,역사,82,79,6
2018,울산,중등,지리,21,19,2
2018,울산,중등,도덕·윤리,22,21,3
2018,울산,중등,체육,117,107,13
2018,울산,중등,음악,66,62,6
2018,울산,중등,미술,43,41,4
2018,울산,중등,기술,17,15,7
2018,울산,중등,가정,29,25,4
2018,울산,중등,정보·컴퓨터,23,15,4
2018,울산,중등,건설,24,20,5
2018,울산,중등,미용,7,6,1
2018,울산,중등,상업,59,46,7
2018,울산,중등,중등(특수교사),169,149,28
2018,울산,중등,보건(기타),103,91,18
2018,울산,중등,전문상담(기타),51,44,18
2018,울산,중등,사서(기타),68,62,19
2018,울산,중등,영양(기타),26,20,5
2018,세종,중등,국어,181,166,7
2018,세종,중등,수학,224,212,13
2018,세종,중등,물리,24,18,4
2018,세종,중등,화학,31,28,4
2018,세종,중등,생물,34,30,4
2018,세종,중등,지구과학,27,25,5
2018,세종,중등,일반사회,41,35,5
2018,세종,중등,역사,59,52,5
2018,세종,중등,지리,21,20,3
2018,세종,중등,도덕·윤리,25,23,6
2018,세종,중등,체육,39,33,5
2018,세종,중등,음악,45,43,5
2018,세종,중등,미술,56,53,6
2018,세종,중등,영어,161,147,7
2018,세종,중등,기술,14,11,3
2018,세종,중등,가정,21,20,3
2018,세종,중등,진로진학상담,27,24,8
2018,세종,중등,중등(특수교사),42,36,6
2018,세종,중등,보건(기타),45,42,8
2018,세종,중등,사서(기타),24,19,6
2018,세종,중등,영양(기타),53,39,15
2018,경기,중등,국어,"1,614","1,489",78
2018,경기,중등,수학,"1,649","1,535",85
2018,경기,중등,물리,301,275,50
2018,경기,중등,화학,407,375,71
2018,경기,중등,생물,444,402,51
