연도,시도,구분,교과명,지원자,응시자,합격자
2004,서울,초등,,"1,570",-,665
2004,부산,초등,,581,-,350
2004,대구,초등,,789,-,375
2004,인천,초등,,697,-,405
2004,광주,초등,,848,-,400
2004,대전,초등,,502,-,150
2004,울산,초등,,254,-,241
2004,경기,초등,,"3,192",-,"2,774"
2004,강원,초등,,340,-,338
2004,충북,초등,,401,-,391
2004,충남,초등,,977,-,781
2004,전북,초등,,411,-,370
2004,전남,초등,,975,-,400
2004,경북,초등,,579,-,492
2004,경남,초등,,808,-,648
2004,제주,초등,,127,-,115
2004,계,초등,,"13,051",-,"8,895"
2005,서울,초등,,"1,348",-,590
2005,부산,초등,,388,-,200
2005,대구,초등,,437,-,340
2005,인천,초등,,537,-,220
2005,광주,초등,,489,-,250
2005,대전,초등,,453,-,175
2005,울산,초등,,499,-,220
2005,경기,초등,,"2,580",-,"1,100"
2005,강원,초등,,283,-,200
2005,충북,초등,,277,-,266
2005,충남,초등,,"1,253",-,830
2005,전북,초등,,388,-,295
2005,전남,초등,,685,-,500
2005,경북,초등,,229,-,220
2005,경남,초등,,"1,011",-,670
2005,제주,초등,,138,-,115
2005,계,초등,,"10,995",-,"6,191"
2006,서울,초등,,"1,729",-,810
2006,부산,초등,,304,-,100
2006,대구,초등,,766,-,450
2006,인천,초등,,739,-,350
2006,광주,초등,,515,-,300
2006,대전,초등,,656,-,300
2006,울산,초등,,584,-,240
2006,경기,초등,,"2,716",-,"1,400"
2006,강원,초등,,430,-,260
2006,충북,초등,,494,-,250
2006,충남,초등,,649,-,320
2006,전북,초등,,530,-,310
2006,전남,초등,,631,-,350
2006,경북,초등,,534,-,229
2006,경남,초등,,"1,182",-,770
2006,제주,초등,,190,-,146
2006,계,초등,,"12,649",-,"6,585"
2007,서울,초등,,"1,617",-,800
2007,부산,초등,,124,-,60
2007,대구,초등,,358,-,190
2007,인천,초등,,616,-,366
2007,광주,초등,,475,-,175
2007,대전,초등,,433,-,180
2007,울산,초등,,279,-,100
2007,경기,초등,,"1,285",-,750
2007,강원,초등,,421,-,250
2007,충북,초등,,426,-,230
2007,충남,초등,,410,-,200
2007,전북,초등,,316,-,188
2007,전남,초등,,570,-,300
2007,경북,초등,,551,-,305
2007,경남,초등,,576,-,300
2007,제주,초등,,119,-,64
2007,계,초등,,"8,576",-,"4,458"
2008,서울,초등,,"2,213",-,"1,079"
2008,부산,초등,,288,-,157
2008,대구,초등,,538,-,351
2008,인천,초등,,375,-,217
2008,광주,초등,,394,-,252
2008,대전,초등,,426,-,208
2008,울산,초등,,98,-,54
2008,경기,초등,,"2,563",-,"1,199"
2008,강원,초등,,527,-,320
2008,충북,초등,,553,-,367
2008,충남,초등,,437,-,287
2008,전북,초등,,503,-,360
2008,전남,초등,,739,-,477
2008,경북,초등,,605,-,453
2008,경남,초등,,744,-,485
2008,제주,초등,,201,-,151
2008,계,초등,,"11,204",-,"6,417"
2009,서울,초등,,"2,828",-,"1,123"
2009,부산,초등,,424,-,205
2009,대구,초등,,592,-,311
2009,인천,초등,,200,-,106
2009,광주,초등,,466,-,206
2009,대전,초등,,338,-,160
2009,울산,초등,,57,-,21
2009,경기,초등,,"1,997",-,999
2009,강원,초등,,376,-,224
2009,충북,초등,,507,-,299
2009,충남,초등,,564,-,364
2009,전북,초등,,762,-,463
2009,전남,초등,,691,-,482
2009,경북,초등,,756,-,510
2009,경남,초등,,864,-,498
2009,제주,초등,,140,-,91
2009,계,초등,,"11,562",-,"6,062"
2010,서울,초등,,"3,113",-,848
2010,부산,초등,,546,-,150
2010,대구,초등,,320,-,101
2010,인천,초등,,732,-,84
2010,광주,초등,,550,-,201
2010,대전,초등,,552,-,231
2010,울산,초등,,124,-,58
2010,경기,초등,,"4,311",-,"1,129"
2010,강원,초등,,487,-,205
2010,충북,초등,,249,-,131
2010,충남,초등,,"1,205",-,330
2010,전북,초등,,618,-,299
2010,전남,초등,,997,-,304
2010,경북,초등,,664,-,274
2010,경남,초등,,780,-,301
2010,제주,초등,,126,-,42
2010,계,초등,,"15,374",-,"4,688"
2011,서울,초등,,"2,418",-,548
2011,부산,초등,,299,-,130
2011,대구,초등,,303,-,130
2011,인천,초등,,175,-,84
2011,광주,초등,,977,-,198
2011,대전,초등,,391,-,169
2011,울산,초등,,656,-,72
2011,경기,초등,,"2,760",-,893
2011,강원,초등,,418,-,160
2011,충북,초등,,"1,233",-,330
2011,충남,초등,,"1,757",-,434
2011,전북,초등,,705,-,276
2011,전남,초등,,874,-,379
2011,경북,초등,,830,-,405
2011,경남,초등,,"1,137",-,510
2011,제주,초등,,102,-,52
2011,계,초등,,"15,035",-,"4,770"
2012,서울,초등,,"3,012",-,826
2012,부산,초등,,"1,544",-,243
2012,대구,초등,,730,-,320
2012,인천,초등,,499,-,250
2012,광주,초등,,531,-,250
2012,대전,초등,,"1,345",-,271
2012,울산,초등,,210,-,86
2012,경기,초등,,"6,389",-,"1,465"
2012,강원,초등,,429,-,240
2012,충북,초등,,638,-,350
2012,충남,초등,,"1,776",-,553
2012,전북,초등,,"1,830",-,478
2012,전남,초등,,796,-,426
2012,경북,초등,,463,-,270
2012,경남,초등,,"1,014",-,530
2012,제주,초등,,330,-,111
2012,계,초등,,"21,536",-,"6,669"
2013,서울,초등,,"3,622",-,"1,007"
2013,부산,초등,,"1,060",-,310
2013,대구,초등,,754,-,400
2013,인천,초등,,"1,191",-,314
2013,광주,초등,,815,-,350
2013,대전,초등,,"1,098",-,404
2013,울산,초등,,483,-,185
2013,세종,초등,,87,-,45
2013,경기,초등,,"2,636",-,"1,502"
2013,강원,초등,,421,-,300
2013,충북,초등,,419,-,280
2013,충남,초등,,738,-,450
2013,전북,초등,,"1,161",-,480
2013,전남,초등,,"1,194",-,523
2013,경북,초등,,538,-,300
2013,경남,초등,,821,-,509
2013,제주,초등,,182,-,129
2013,계,초등,,"17,220",-,"7,488"
2014,서울,초등,,"2,124","2,124",990
2014,부산,초등,,503,467,314
2014,대구,초등,,536,501,350
2014,인천,초등,,420,391,310
2014,광주,초등,,643,582,300
2014,대전,초등,,419,376,220
2014,울산,초등,,172,148,99
2014,세종,초등,,433,375,270
2014,경기,초등,,"2,346","2,193","1,528"
2014,강원,초등,,254,242,220
2014,충북,초등,,473,452,400
2014,충남,초등,,610,586,500
2014,전북,초등,,340,340,285
2014,전남,초등,,564,529,483
2014,경북,초등,,624,597,500
2014,경남,초등,,604,582,460
2014,제주,초등,,160,153,140
2014,계,초등,,"11,225","10,638","7,369"
2015,서울,초등,,"2,017","1,374",572
2015,부산,초등,,621,572,327
2015,대구,초등,,314,296,199
2015,인천,초등,,544,503,401
2015,광주,초등,,511,433,146
2015,대전,초등,,292,259,133
2015,울산,초등,,90,78,48
2015,세종,초등,,378,312,141
2015,경기,초등,,"2,246","2,096","1,496"
2015,강원,초등,,307,296,240
2015,충북,초등,,336,331,288
2015,충남,초등,,460,460,384
2015,전북,초등,,409,391,312
2015,전남,초등,,633,600,504
2015,경북,초등,,535,525,457
2015,경남,초등,,456,456,394
2015,제주,초등,,159,150,131
2015,계,초등,,"10,308","9,132","6,173"
2016,서울,초등,,"2,076","1,845",922
2016,부산,초등,,311,284,159
2016,대구,초등,,140,122,77
2016,인천,초등,,425,393,313
2016,광주,초등,,108,79,19
2016,대전,초등,,190,166,83
2016,울산,초등,,75,70,29
2016,세종,초등,,206,165,69
2016,경기,초등,,"2,249","2,113","1,639"
2016,강원,초등,,211,211,175
2016,충북,초등,,323,314,295
2016,충남,초등,,464,442,402
2016,전북,초등,,317,304,261
2016,전남,초등,,"1,110","1,110",478
2016,경북,초등,,360,348,329
2016,경남,초등,,483,464,402
2016,제주,초등,,143,131,92
2016,계,초등,,"9,191","8,561","5,744"
2017,서울,초등,,"1,802","1,553",813
2017,부산,초등,,260,236,113
2017,대구,초등,,115,103,49
2017,인천,초등,,217,186,161
2017,광주,초등,,101,81,18
2017,대전,초등,,153,111,74
2017,울산,초등,,58,49,28
2017,세종,초등,,624,537,254
2017,경기,초등,,"2,718","2,312","1,731"
2017,강원,초등,,141,127,108
2017,충북,초등,,205,193,177
2017,충남,초등,,328,304,246
2017,전북,초등,,202,181,152
2017,전남,초등,,255,240,215
2017,경북,초등,,299,281,264
2017,경남,초등,,440,415,392
2017,제주,초등,,77,72,56
2017,계,초등,,"7,995","6,981","4,851"
2018,서울,초등,,"1,069",933,381
2018,부산,초등,,253,217,107
2018,대구,초등,,103,87,38
2018,인천,초등,,153,124,70
2018,광주,초등,,43,40,5
2018,대전,초등,,185,164,59
2018,울산,초등,,95,85,48
2018,세종,초등,,238,195,65
2018,경기,초등,,"1,933","1,770",987
2018,강원,초등,,326,293,260
2018,충북,초등,,305,290,265
2018,충남,초등,,533,508,467
2018,전북,초등,,107,86,60
2018,전남,초등,,433,403,369
2018,경북,초등,,398,377,344
2018,경남,초등,,378,351,270
2018,제주,초등,,58,57,25
2018,계,초등,,"6,610","5,980","3,820"
2019,서울,초등,,"1,185","1,110",368
2019,부산,초등,,437,418,214
2019,대구,초등,,117,109,57
2019,인천,초등,,288,270,75
2019,광주,초등,,57,50,10
2019,대전,초등,,94,76,33
2019,울산,초등,,158,143,75
2019,세종,초등,,413,380,127
2019,경기,초등,,"1,931","1,800","1,026"
2019,강원,초등,,235,216,184
2019,충북,초등,,184,177,160
2019,충남,초등,,397,382,341
2019,전북,초등,,202,191,104
2019,전남,초등,,295,279,256
2019,경북,초등,,390,372,337
2019,경남,초등,,305,282,210
2019,제주,초등,,76,73,47
2019,계,초등,,"6,764","6,328","3,624"
2020,서울,초등,,"1,214","1,113",366
2020,부산,초등,,658,617,316
2020,대구,초등,,197,186,97
2020,인천,초등,,239,217,110
2020,광주,초등,,78,69,10
2020,대전,초등,,114,102,28
2020,울산,초등,,287,250,171
2020,세종,초등,,334,304,97
2020,경기,초등,,"2,017","1,886",924
2020,강원,초등,,259,229,184
2020,충북,초등,,222,204,161
2020,충남,초등,,326,306,259
2020,전북,초등,,167,157,80
2020,전남,초등,,295,273,190
2020,경북,초등,,366,348,307
2020,경남,초등,,254,244,190
2020,제주,초등,,124,105,74
2020,계,초등,,"7,151","6,610","3,564"
2004,서울,중등,국어,0,-,42
2004,서울,중등,수학,0,-,63
2004,서울,중등,공통과학,0,-,14
2004,서울,중등,물리,0,-,7
2004,서울,중등,화학,0,-,10
2004,서울,중등,생물,0,-,13
2004,서울,중등,지구과학,0,-,7
2004,서울,중등,공통사회,0,-,20
2004,서울,중등,일반사회,0,-,20
2004,서울,중등,역사,0,-,10
2004,서울,중등,지리,0,-,14
2004,서울,중등,체육,0,-,7
2004,서울,중등,음악,0,-,13
2004,서울,중등,미술,0,-,13
2004,서울,중등,한문,0,-,5
2004,서울,중등,영어,0,-,59
2004,서울,중등,중국어,0,-,12
2004,서울,중등,일본어,0,-,13
2004,서울,중등,기술,0,-,5
2004,서울,중등,가정,0,-,2
2004,서울,중등,디자인.공예,0,-,8
2004,서울,중등,정보.컴퓨터,0,-,20
2004,서울,중등,전기.전자.통신,0,-,3
2004,서울,중등,상업정보,0,-,2
2004,서울,중등,미용,0,-,2
2004,서울,중등,보건교사,0,-,20
2004,부산,중등,국어,0,-,27
2004,부산,중등,수학,0,-,65
2004,부산,중등,공통과학,0,-,4
2004,부산,중등,물리,0,-,7
2004,부산,중등,화학,0,-,4
2004,부산,중등,생물,0,-,6
2004,부산,중등,지구과학,0,-,5
2004,부산,중등,공통사회,0,-,3
2004,부산,중등,일반사회,0,-,8
2004,부산,중등,역사,0,-,3
2004,부산,중등,지리,0,-,6
2004,부산,중등,도덕.윤리,0,-,11
2004,부산,중등,체육,0,-,11
2004,부산,중등,음악,0,-,8
2004,부산,중등,미술,0,-,7
2004,부산,중등,한문,0,-,4
2004,부산,중등,영어,0,-,43
2004,부산,중등,중국어,0,-,2
2004,부산,중등,기술,0,-,5
2004,부산,중등,가정,0,-,14
2004,부산,중등,디자인.공예,0,-,5
2004,부산,중등,연극영화,0,-,2
2004,부산,중등,국어(특수교사),0,-,6
2004,부산,중등,수학(특수교사),0,-,5
2004,부산,중등,공통과학(특수교사),0,-,4
2004,부산,중등,일반사회(특수교사),0,-,8
2004,부산,중등,도덕.윤리(특수교사),0,-,2
2004,부산,중등,체육(특수교사),0,-,3
2004,부산,중등,음악(특수교사),0,-,0
2004,부산,중등,미술(특수교사),0,-,4
2004,부산,중등,영어(특수교사),0,-,3
2004,부산,중등,정보.컴퓨터(특수교사),0,-,2
2004,부산,중등,직업교육(특수교사),0,-,1
2004,부산,중등,보건교사,0,-,11
2004,대구,중등,국어,0,-,49
2004,대구,중등,수학,0,-,50
2004,대구,중등,물리,0,-,7
2004,대구,중등,화학,0,-,7
2004,대구,중등,생물,0,-,9
2004,대구,중등,지구과학,0,-,9
2004,대구,중등,일반사회,0,-,4
2004,대구,중등,역사,0,-,6
2004,대구,중등,지리,0,-,15
2004,대구,중등,도덕.윤리,0,-,19
2004,대구,중등,체육,0,-,26
2004,대구,중등,음악,0,-,21
2004,대구,중등,미술,0,-,10
2004,대구,중등,한문,0,-,9
2004,대구,중등,영어,0,-,54
2004,대구,중등,일본어,0,-,13
2004,대구,중등,기술,0,-,6
2004,대구,중등,가정,0,-,14
2004,대구,중등,정보.컴퓨터,0,-,7
2004,대구,중등,치료교육(특수교사),0,-,4
2004,대구,중등,보건교사,0,-,15
2004,인천,중등,국어,0,-,38
2004,인천,중등,수학,0,-,53
2004,인천,중등,공통과학,0,-,42
2004,인천,중등,공통사회,0,-,34
2004,인천,중등,도덕.윤리,0,-,25
2004,인천,중등,체육,0,-,20
2004,인천,중등,음악,0,-,25
2004,인천,중등,미술,0,-,19
2004,인천,중등,영어,0,-,75
2004,인천,중등,일본어,0,-,5
2004,인천,중등,기술,0,-,6
2004,인천,중등,가정,0,-,5
2004,인천,중등,정보.컴퓨터,0,-,14
2004,인천,중등,기계.금속,0,-,1
2004,인천,중등,건설,0,-,3
2004,인천,중등,상업정보,0,-,10
2004,인천,중등,의상,0,-,4
2004,인천,중등,기타,0,-,1
2004,인천,중등,치료교육(특수교사),0,-,8
2004,인천,중등,보건교사,0,-,18
2004,광주,중등,국어,0,-,30
2004,광주,중등,수학,0,-,25
2004,광주,중등,물리,0,-,6
2004,광주,중등,화학,0,-,6
2004,광주,중등,생물,0,-,6
2004,광주,중등,지구과학,0,-,6
2004,광주,중등,일반사회,0,-,3
2004,광주,중등,역사,0,-,3
2004,광주,중등,지리,0,-,3
2004,광주,중등,도덕.윤리,0,-,5
2004,광주,중등,체육,0,-,15
2004,광주,중등,음악,0,-,6
2004,광주,중등,미술,0,-,6
2004,광주,중등,한문,0,-,5
2004,광주,중등,영어,0,-,25
2004,광주,중등,중국어,0,-,5
2004,광주,중등,일본어,0,-,2
2004,광주,중등,기술,0,-,6
2004,광주,중등,가정,0,-,6
2004,광주,중등,디자인.공예,0,-,2
2004,광주,중등,정보.컴퓨터,0,-,14
2004,광주,중등,전기.전자.통신,0,-,3
2004,광주,중등,기계.금속,0,-,4
2004,광주,중등,화공.섬유,0,-,3
2004,광주,중등,건설,0,-,3
2004,대전,중등,국어,0,-,26
2004,대전,중등,수학,0,-,24
2004,대전,중등,공통과학,0,-,7
2004,대전,중등,물리,0,-,11
2004,대전,중등,화학,0,-,5
2004,대전,중등,공통사회,0,-,6
2004,대전,중등,일반사회,0,-,16
2004,대전,중등,역사,0,-,6
2004,대전,중등,지리,0,-,9
2004,대전,중등,도덕.윤리,0,-,14
2004,대전,중등,체육,0,-,6
2004,대전,중등,음악,0,-,6
2004,대전,중등,미술,0,-,11
2004,대전,중등,한문,0,-,5
2004,대전,중등,영어,0,-,37
2004,대전,중등,중국어,0,-,4
2004,대전,중등,일본어,0,-,4
2004,대전,중등,기술,0,-,10
2004,대전,중등,가정,0,-,5
2004,대전,중등,보건교사,0,-,7
2004,울산,중등,국어,0,-,30
2004,울산,중등,수학,0,-,30
2004,울산,중등,공통과학,0,-,10
2004,울산,중등,생물,0,-,3
2004,울산,중등,지구과학,0,-,5
2004,울산,중등,공통사회,0,-,6
2004,울산,중등,일반사회,0,-,4
2004,울산,중등,도덕.윤리,0,-,3
2004,울산,중등,체육,0,-,6
2004,울산,중등,음악,0,-,10
2004,울산,중등,미술,0,-,9
2004,울산,중등,한문,0,-,5
2004,울산,중등,영어,0,-,40
2004,울산,중등,중국어,0,-,3
2004,울산,중등,일본어,0,-,13
2004,울산,중등,기술,0,-,8
2004,울산,중등,가정,0,-,4
2004,울산,중등,공통과학(특수교사),0,-,1
2004,울산,중등,영어(특수교사),0,-,2
2004,경기,중등,국어,0,-,210
2004,경기,중등,수학,0,-,210
2004,경기,중등,공통과학,0,-,101
2004,경기,중등,물리,0,-,15
2004,경기,중등,화학,0,-,15
2004,경기,중등,생물,0,-,27
2004,경기,중등,지구과학,0,-,24
2004,경기,중등,공통사회,0,-,128
2004,경기,중등,일반사회,0,-,40
2004,경기,중등,역사,0,-,25
2004,경기,중등,지리,0,-,40
2004,경기,중등,도덕.윤리,0,-,115
2004,경기,중등,환경,0,-,20
2004,경기,중등,체육,0,-,77
2004,경기,중등,음악,0,-,64
2004,경기,중등,미술,0,-,59
2004,경기,중등,한문,0,-,11
2004,경기,중등,영어,0,-,278
2004,경기,중등,중국어,0,-,23
2004,경기,중등,일본어,0,-,49
2004,경기,중등,기술,0,-,100
2004,경기,중등,가정,0,-,82
2004,경기,중등,식물자원.조경,0,-,3
2004,경기,중등,동물자원,0,-,4
2004,경기,중등,농공,0,-,3
2004,경기,중등,디자인.공예,0,-,10
2004,경기,중등,정보.컴퓨터,0,-,36
2004,경기,중등,전기.전자.통신,0,-,10
2004,경기,중등,기계.금속,0,-,4
2004,경기,중등,건설,0,-,9
2004,경기,중등,요업,0,-,3
2004,경기,중등,상업정보,0,-,12
2004,경기,중등,식품가공(실기교사),0,-,3
2004,경기,중등,사서(실기교사),0,-,12
2004,경기,중등,치료교육(특수교사),0,-,69
2004,경기,중등,보건교사,0,-,56
2004,강원,중등,국어,0,-,25
2004,강원,중등,수학,0,-,25
2004,강원,중등,물리,0,-,6
2004,강원,중등,화학,0,-,9
2004,강원,중등,생물,0,-,8
2004,강원,중등,지구과학,0,-,3
2004,강원,중등,일반사회,0,-,12
2004,강원,중등,역사,0,-,7
2004,강원,중등,지리,0,-,6
2004,강원,중등,체육,0,-,10
2004,강원,중등,음악,0,-,3
2004,강원,중등,미술,0,-,3
2004,강원,중등,영어,0,-,15
2004,강원,중등,일본어,0,-,3
2004,강원,중등,식물자원.조경,0,-,2
2004,강원,중등,정보.컴퓨터,0,-,6
2004,강원,중등,전기.전자.통신,0,-,10
2004,강원,중등,기계.금속,0,-,12
2004,강원,중등,건설,0,-,3
2004,강원,중등,상업정보,0,-,7
2004,강원,중등,기타,0,-,28
2004,강원,중등,해당없음,0,-,3
2004,충북,중등,국어,0,-,20
2004,충북,중등,수학,0,-,35
2004,충북,중등,공통과학,0,-,1
2004,충북,중등,물리,0,-,1
2004,충북,중등,화학,0,-,1
2004,충북,중등,생물,0,-,1
2004,충북,중등,지구과학,0,-,1
2004,충북,중등,공통사회,0,-,1
2004,충북,중등,일반사회,0,-,15
2004,충북,중등,역사,0,-,5
2004,충북,중등,지리,0,-,7
2004,충북,중등,도덕.윤리,0,-,7
2004,충북,중등,환경,0,-,3
2004,충북,중등,체육,0,-,32
2004,충북,중등,음악,0,-,6
2004,충북,중등,미술,0,-,6
2004,충북,중등,한문,0,-,2
2004,충북,중등,영어,0,-,43
2004,충북,중등,중국어,0,-,6
2004,충북,중등,일본어,0,-,8
2004,충북,중등,기술,0,-,7
2004,충북,중등,가정,0,-,7
2004,충북,중등,식물자원.조경,0,-,6
2004,충북,중등,디자인.공예,0,-,1
2004,충북,중등,전기.전자.통신,0,-,4
2004,충북,중등,기계.금속,0,-,9
2004,충북,중등,화공.섬유,0,-,3
2004,충북,중등,건설,0,-,2
2004,충북,중등,관광,0,-,1
2004,충북,중등,상업,0,-,1
2004,충북,중등,기타,0,-,5
2004,충북,중등,사서(실기교사),0,-,1
2004,충남,중등,국어,0,-,48
2004,충남,중등,수학,0,-,25
2004,충남,중등,물리,0,-,3
2004,충남,중등,화학,0,-,3
2004,충남,중등,생물,0,-,5
2004,충남,중등,지구과학,0,-,2
2004,충남,중등,일반사회,0,-,18
2004,충남,중등,역사,0,-,8
2004,충남,중등,지리,0,-,12
2004,충남,중등,도덕.윤리,0,-,8
2004,충남,중등,체육,0,-,12
2004,충남,중등,음악,0,-,8
2004,충남,중등,미술,0,-,5
2004,충남,중등,영어,0,-,25
2004,충남,중등,중국어,0,-,3
2004,충남,중등,식품가공,0,-,1
2004,충남,중등,미용,0,-,1
2004,충남,중등,기타,0,-,12
2004,전북,중등,국어,0,-,18
2004,전북,중등,수학,0,-,20
2004,전북,중등,물리,0,-,3
2004,전북,중등,생물,0,-,3
2004,전북,중등,일반사회,0,-,10
2004,전북,중등,체육,0,-,5
2004,전북,중등,음악,0,-,8
2004,전북,중등,한문,0,-,6
2004,전북,중등,영어,0,-,12
2004,전북,중등,중국어,0,-,3
2004,전북,중등,일본어,0,-,7
2004,전북,중등,기술,0,-,5
2004,전북,중등,디자인.공예,0,-,1
2004,전북,중등,기타,0,-,5
2004,전남,중등,국어,0,-,14
2004,전남,중등,수학,0,-,38
2004,전남,중등,물리,0,-,3
2004,전남,중등,화학,0,-,12
2004,전남,중등,생물,0,-,16
2004,전남,중등,지구과학,0,-,7
2004,전남,중등,일반사회,0,-,8
2004,전남,중등,지리,0,-,3
2004,전남,중등,체육,0,-,5
2004,전남,중등,음악,0,-,4
2004,전남,중등,미술,0,-,7
2004,전남,중등,영어,0,-,38
2004,전남,중등,일본어,0,-,5
2004,전남,중등,가정,0,-,4
2004,전남,중등,전기.전자.통신,0,-,2
2004,전남,중등,치료교육(특수교사),0,-,5
2004,경북,중등,국어,0,-,37
2004,경북,중등,수학,0,-,68
2004,경북,중등,물리,0,-,11
2004,경북,중등,화학,0,-,4
2004,경북,중등,생물,0,-,17
2004,경북,중등,지구과학,0,-,4
2004,경북,중등,일반사회,0,-,8
2004,경북,중등,지리,0,-,7
2004,경북,중등,체육,0,-,23
2004,경북,중등,음악,0,-,13
2004,경북,중등,미술,0,-,28
2004,경북,중등,영어,0,-,46
2004,경북,중등,중국어,0,-,2
2004,경북,중등,일본어,0,-,11
2004,경북,중등,기술,0,-,5
2004,경북,중등,가정,0,-,24
2004,경북,중등,식물자원.조경,0,-,2
2004,경북,중등,농산물유통,0,-,1
2004,경북,중등,식품가공,0,-,2
2004,경북,중등,디자인.공예,0,-,1
2004,경북,중등,정보.컴퓨터,0,-,9
2004,경북,중등,전기.전자.통신,0,-,17
2004,경북,중등,기계.금속,0,-,8
2004,경북,중등,인쇄,0,-,1
2004,경북,중등,상업정보,0,-,10
2004,경북,중등,수산.해양,0,-,2
2004,경북,중등,사서(실기교사),0,-,13
2004,경북,중등,수학(특수교사),0,-,2
2004,경북,중등,생물(특수교사),0,-,2
2004,경북,중등,미술(특수교사),0,-,1
2004,경북,중등,한문(특수교사),0,-,4
2004,경남,중등,국어,0,-,68
2004,경남,중등,수학,0,-,56
2004,경남,중등,물리,0,-,14
2004,경남,중등,화학,0,-,12
2004,경남,중등,생물,0,-,17
2004,경남,중등,지구과학,0,-,16
2004,경남,중등,일반사회,0,-,17
2004,경남,중등,역사,0,-,13
2004,경남,중등,지리,0,-,16
2004,경남,중등,도덕.윤리,0,-,18
2004,경남,중등,음악,0,-,20
2004,경남,중등,미술,0,-,12
2004,경남,중등,한문,0,-,13
2004,경남,중등,영어,0,-,52
2004,경남,중등,중국어,0,-,6
2004,경남,중등,일본어,0,-,14
2004,경남,중등,기술,0,-,2
2004,경남,중등,가정,0,-,3
2004,경남,중등,식품가공,0,-,3
2004,경남,중등,디자인.공예,0,-,1
2004,경남,중등,정보.컴퓨터,0,-,22
2004,경남,중등,사서(실기교사),0,-,2
2004,경남,중등,국어(특수교사),0,-,3
2004,경남,중등,수학(특수교사),0,-,2
2004,경남,중등,공통과학(특수교사),0,-,3
2004,경남,중등,공통사회(특수교사),0,-,3
2004,경남,중등,체육(특수교사),0,-,4
2004,경남,중등,영어(특수교사),0,-,1
2004,경남,중등,정보.컴퓨터(특수교사),0,-,1
2004,경남,중등,전기.전자.통신(특수교사),0,-,2
2004,경남,중등,직업교육(특수교사),0,-,3
2004,경남,중등,보건교사,0,-,10
2004,제주,중등,국어,0,-,12
2004,제주,중등,수학,0,-,15
2004,제주,중등,공통과학,0,-,5
2004,제주,중등,일반사회,0,-,6
2004,제주,중등,역사,0,-,3
2004,제주,중등,지리,0,-,3
2004,제주,중등,한문,0,-,4
2004,제주,중등,영어,0,-,7
2004,제주,중등,정보.컴퓨터,0,-,6
2004,제주,중등,건설,0,-,4
2004,제주,중등,조리,0,-,3
2004,제주,중등,수학(특수교사),0,-,1
2004,제주,중등,공통과학(특수교사),0,-,1
2004,전체,중등,국어,0,-,694
2004,전체,중등,수학,0,-,802
2004,전체,중등,공통과학,0,-,184
2004,전체,중등,물리,0,-,94
2004,전체,중등,화학,0,-,88
2004,전체,중등,생물,0,-,131
2004,전체,중등,지구과학,0,-,89
2004,전체,중등,공통사회,0,-,198
2004,전체,중등,일반사회,0,-,189
2004,전체,중등,역사,0,-,89
2004,전체,중등,지리,0,-,141
2004,전체,중등,도덕.윤리,0,-,225
2004,전체,중등,환경,0,-,23
2004,전체,중등,체육,0,-,255
2004,전체,중등,음악,0,-,215
2004,전체,중등,미술,0,-,195
2004,전체,중등,한문,0,-,69
2004,전체,중등,영어,0,-,849
2004,전체,중등,중국어,0,-,69
2004,전체,중등,일본어,0,-,147
2004,전체,중등,기술,0,-,165
2004,전체,중등,가정,0,-,170
2004,전체,중등,식물자원.조경,0,-,13
2004,전체,중등,동물자원,0,-,4
2004,전체,중등,농공,0,-,3
2004,전체,중등,농산물유통,0,-,1
2004,전체,중등,식품가공,0,-,6
2004,전체,중등,디자인.공예,0,-,29
2004,전체,중등,정보.컴퓨터,0,-,134
2004,전체,중등,전기.전자.통신,0,-,49
2004,전체,중등,기계.금속,0,-,38
2004,전체,중등,화공.섬유,0,-,6
2004,전체,중등,건설,0,-,24
2004,전체,중등,요업,0,-,3
2004,전체,중등,인쇄,0,-,1
2004,전체,중등,상업정보,0,-,41
2004,전체,중등,수산.해양,0,-,2
2004,전체,중등,의상,0,-,4
2004,전체,중등,관광,0,-,1
2004,전체,중등,조리,0,-,3
2004,전체,중등,미용,0,-,3
2004,전체,중등,연극영화,0,-,2
2004,전체,중등,상업,0,-,1
2004,전체,중등,기타,0,-,51
2004,전체,중등,식품가공(실기교사),0,-,3
2004,전체,중등,사서(실기교사),0,-,28
2004,전체,중등,국어(특수교사),0,-,9
2004,전체,중등,수학(특수교사),0,-,10
2004,전체,중등,공통과학(특수교사),0,-,9
2004,전체,중등,생물(특수교사),0,-,2
2004,전체,중등,공통사회(특수교사),0,-,3
2004,전체,중등,일반사회(특수교사),0,-,8
2004,전체,중등,도덕.윤리(특수교사),0,-,2
2004,전체,중등,체육(특수교사),0,-,7
2004,전체,중등,음악(특수교사),0,-,0
2004,전체,중등,미술(특수교사),0,-,5
2004,전체,중등,한문(특수교사),0,-,4
2004,전체,중등,영어(특수교사),0,-,6
2004,전체,중등,정보.컴퓨터(특수교사),0,-,3
2004,전체,중등,전기.전자.통신(특수교사),0,-,2
2004,전체,중등,치료교육(특수교사),0,-,86
2004,전체,중등,직업교육(특수교사),0,-,4
2004,전체,중등,보건교사,0,-,137
2004,전체,중등,해당없음,0,-,3
2005,서울,중등,국어,0,-,65
2005,서울,중등,수학,0,-,47
2005,서울,중등,공통과학,0,-,11
2005,서울,중등,물리,0,-,4
2005,서울,중등,화학,0,-,6
